env,algo,run_id,seed,r_max,r_end,delta_post,s_final,delta_tol,slope_tol,trend_strict,r_max_relaxed,r_end_relaxed,delta_post_relaxed,s_final_relaxed,delta_tol_relaxed,slope_tol_relaxed,trend_relaxed
Hopper-v4,ppo,20251116_212406_482254_pid933007_seed0,0,471.33996582031256,420.0822869873047,-51.257678833007844,-14.484379747178814,-23.56699829101563,4.713399658203126,post_peak_degradation,447.99527984619147,471.3399353027344,23.34465545654291,-14.484379747178814,-44.79952798461915,8.95990559692383,uncertain
Hopper-v4,ppo,20251116_213201_719329_pid934015_seed0,0,2478.9823242187504,2208.4436865234375,-270.5386376953129,-88.23234320746526,-123.94911621093752,24.789823242187506,post_peak_degradation,2345.3686401367186,2342.474609375,-2.894030761718568,-88.23234320746526,-234.53686401367187,46.90737280273437,uncertain
Hopper-v4,ppo,20251116_213343_139480_pid934220_seed0,0,374.29840087890625,351.32251281738286,-22.975888061523392,-16.368809000651044,-18.714920043945312,3.7429840087890627,post_peak_degradation,373.2808581542969,374.0338439941406,0.7529858398437455,-16.368809000651044,-37.32808581542969,7.465617163085938,uncertain
Hopper-v4,ppo,20251116_213541_396088_pid934482_seed0,0,837.1200927734376,749.4554211425782,-87.6646716308594,-25.061414930555557,-41.856004638671884,8.371200927734376,post_peak_degradation,767.0393066406251,819.1410522460938,52.101745605468636,-25.061414930555557,-76.70393066406251,15.340786132812502,uncertain
Hopper-v4,ppo,20251116_213553_437078_pid934508_seed0,0,370.06019897460936,342.01796325683597,-28.042235717773394,-15.60906100802952,-18.50300994873047,3.700601989746094,post_peak_degradation,362.961039428711,363.20037841796875,0.2393389892577602,-15.60906100802952,-36.2961039428711,7.25922078857422,uncertain
Hopper-v4,ppo,20251116_213957_522114_pid935022_seed0,0,2224.9867187500004,1995.9738867187505,-229.0128320312499,-83.09235839843753,-111.24933593750002,22.249867187500005,post_peak_degradation,2108.5179614257813,2157.27783203125,48.75987060546868,-83.09235839843753,-210.85179614257814,42.17035922851563,uncertain
Hopper-v4,ppo,20251116_214157_431698_pid935288_seed0,0,1098.48759765625,1010.4785925292969,-88.00900512695318,-44.513111707899306,-54.9243798828125,10.9848759765625,post_peak_degradation,1093.0505395507812,1098.487548828125,5.437009277343805,-44.513111707899306,-109.30505395507812,21.861010791015623,uncertain
Hopper-v4,ppo,20251116_214255_704060_pid935409_seed0,0,1038.0050537109375,619.3734875488282,-418.6315661621094,-37.187866210937514,-51.90025268554688,10.380050537109376,post_peak_degradation,908.1605047607422,523.15673828125,-385.00376647949224,-37.187866210937514,-90.81605047607422,18.163210095214847,post_peak_degradation
Hopper-v4,ppo,20251116_214355_244327_pid935548_seed0,0,463.5435241699219,412.02826293945316,-51.51526123046875,-11.361808268229172,-23.177176208496096,4.635435241699219,post_peak_degradation,412.5523028564453,463.54351806640625,50.991215209960956,-11.361808268229172,-41.25523028564453,8.251046057128907,uncertain
Hopper-v4,ppo,20251116_214950_630820_pid937810_seed0,0,1963.0802246093751,1555.6104833984375,-407.4697412109376,-32.34405653211805,-98.15401123046877,19.63080224609375,post_peak_degradation,1830.6422802734376,1850.2548828125,19.612602539062436,-32.34405653211805,-183.06422802734377,36.61284560546875,converged_relaxed
Hopper-v4,ppo,20251116_215638_970031_pid939593_seed0,0,1101.9618896484376,996.0026135253905,-105.95927612304706,-44.70776095920139,-55.098094482421885,11.019618896484376,post_peak_degradation,1097.3332763671876,1057.7716064453125,-39.561669921875136,-44.70776095920139,-109.73332763671877,21.946665527343754,uncertain
Hopper-v4,ppo,20251116_215856_629728_pid939893_seed0,0,1912.4326904296877,1493.2305908203127,-419.20209960937495,-74.79498155381944,-95.6216345214844,19.124326904296876,post_peak_degradation,1748.770189819336,1588.428466796875,-160.3417230224611,-74.79498155381944,-174.87701898193362,34.97540379638672,uncertain
Hopper-v4,ppo,20251116_215913_619401_pid939930_seed0,0,447.22625122070315,413.1994604492188,-34.02679077148434,-17.23732571072049,-22.36131256103516,4.472262512207031,post_peak_degradation,429.4543411254883,445.5242614746094,16.06992034912105,-17.23732571072049,-42.94543411254884,8.589086822509767,uncertain
Hopper-v4,ppo,20251116_215941_408369_pid939992_seed0,0,2679.7266113281253,2403.1099707031253,-276.61664062499995,-107.38554687500005,-133.98633056640628,26.797266113281253,post_peak_degradation,2597.3039111328126,2618.501220703125,21.197309570312427,-107.38554687500005,-259.73039111328126,51.946078222656254,uncertain
Hopper-v4,ppo,20251116_220047_432092_pid940142_seed0,0,1332.9764404296877,1023.4559326171877,-309.5205078125,-9.38746744791667,-66.64882202148439,13.329764404296878,uncertain,996.8365997314452,1332.976318359375,336.1397186279298,-9.38746744791667,-99.68365997314453,19.936731994628904,converged_relaxed
Hopper-v4,ppo,20251116_220324_970037_pid940502_seed0,0,2138.6549560546873,1615.156561279297,-523.4983947753904,23.502008734809024,-106.93274780273437,21.386549560546875,uncertain,1440.4830090332025,2138.65478515625,698.1717761230475,23.502008734809024,-144.04830090332027,28.80966018066405,converged_relaxed
Hopper-v4,ppo,20251116_220334_342859_pid940523_seed0,0,1094.4848388671876,1004.9495715332032,-89.5352673339844,-45.796942816840264,-54.72424194335938,10.944848388671875,post_peak_degradation,1091.9649621582032,1091.910888671875,-0.054073486328206855,-45.796942816840264,-109.19649621582033,21.839299243164064,uncertain
Hopper-v4,ppo,20251116_220934_728236_pid943235_seed0,0,1738.4912597656248,1436.7874145507812,-301.70384521484357,-71.30066460503473,-86.92456298828125,17.38491259765625,post_peak_degradation,1665.139161376953,1418.266357421875,-246.8728039550781,-71.30066460503473,-166.51391613769533,33.30278322753906,post_peak_degradation
Hopper-v4,ppo,20251116_221026_673954_pid943676_seed0,0,1426.8658569335937,1055.2568579101562,-371.6089990234375,14.256047905815965,-71.34329284667969,14.268658569335937,uncertain,1004.487344970703,1426.8658447265625,422.3784997558595,14.256047905815965,-100.4487344970703,20.08974689941406,converged_relaxed
Hopper-v4,ppo,20251116_221153_700633_pid944126_seed0,0,476.6038269042969,410.7703344726563,-65.8334924316406,-24.46871134440105,-23.830191345214846,4.766038269042969,post_peak_degradation,459.80335784912114,407.2137145996094,-52.58964324951177,-24.46871134440105,-45.980335784912114,9.196067156982423,post_peak_degradation
Hopper-v4,ppo,20251116_221254_620265_pid944468_seed0,0,565.6332824707031,330.2556652832031,-235.3776171875,-13.576021321614585,-28.281664123535155,5.656332824707031,post_peak_degradation,540.3743646240234,374.9155578613281,-165.4588067626953,-13.576021321614585,-54.03743646240235,10.807487292480468,post_peak_degradation
Hopper-v4,ppo,20251116_221911_527899_pid946416_seed0,0,2267.0724609375,1890.9694873046876,-376.10297363281256,-89.15007866753473,-113.35362304687501,22.670724609375004,post_peak_degradation,2135.7792932128905,1953.0611572265625,-182.71813598632798,-89.15007866753473,-213.57792932128905,42.71558586425781,uncertain
Hopper-v4,ppo,20251116_222333_016040_pid947024_seed0,0,1078.2988037109374,998.0745935058594,-80.22421020507795,-49.09903021918404,-53.91494018554687,10.782988037109375,post_peak_degradation,1057.9685748291015,1075.3607177734375,17.392142944336,-49.09903021918404,-105.79685748291016,21.15937149658203,uncertain
Hopper-v4,ppo,20251116_222343_300647_pid947047_seed0,0,1194.5658142089842,349.43033142089854,-845.1354827880857,-19.554066975911454,-59.728290710449215,11.945658142089842,post_peak_degradation,787.0264730834957,362.98101806640625,-424.04545501708947,-19.554066975911454,-78.70264730834958,15.740529461669915,post_peak_degradation
Hopper-v4,ppo,20251116_222710_511938_pid947485_seed0,0,1097.6859863281252,950.8487719726561,-146.8372143554691,-43.67469211154513,-54.88429931640626,10.976859863281252,post_peak_degradation,1071.3758020019532,1006.7677612304688,-64.60804077148441,-43.67469211154513,-107.13758020019532,21.427516040039063,uncertain
Hopper-v4,ppo,20251116_222930_550179_pid948104_seed0,0,1761.05224609375,1329.6389013671874,-431.4133447265626,0.02811143663191413,-88.0526123046875,17.6105224609375,uncertain,1219.996845703125,1761.0523681640625,541.0555224609375,0.02811143663191413,-121.99968457031251,24.3999369140625,converged_relaxed
Hopper-v4,ppo,20251116_223346_156831_pid948711_seed0,0,365.60039672851565,330.37801635742187,-35.22238037109378,-12.439476182725693,-18.280019836425783,3.6560039672851565,post_peak_degradation,347.24618377685545,365.60040283203125,18.354219055175804,-12.439476182725693,-34.724618377685545,6.944923675537109,uncertain
Hopper-v4,ppo,20251116_223457_892869_pid948950_seed0,0,2122.599755859375,1660.6327099609375,-461.9670458984374,-130.1680419921875,-106.12998779296875,21.22599755859375,post_peak_degradation,1763.1574060058592,1449.631103515625,-313.52630249023423,-130.1680419921875,-176.31574060058594,35.26314812011719,post_peak_degradation
Hopper-v4,ppo,20251116_223614_909076_pid949117_seed0,0,630.6146728515625,560.8346459960937,-69.7800268554688,-29.95751953125,-31.530733642578127,6.306146728515626,post_peak_degradation,595.904400024414,546.52734375,-49.37705627441403,-29.95751953125,-59.590440002441404,11.91808800048828,uncertain
Hopper-v4,ppo,20251116_223629_436274_pid949148_seed0,0,2217.800537109375,1746.9567187500002,-470.84381835937484,-58.67150607638887,-110.89002685546876,22.17800537109375,post_peak_degradation,2085.277153320312,1899.0648193359375,-186.2123339843747,-58.67150607638887,-208.52771533203122,41.70554306640624,uncertain
Hopper-v4,ppo,20251116_223828_468391_pid949462_seed0,0,1096.1583251953125,955.558670654297,-140.59965454101552,-51.88296305338541,-54.807916259765626,10.961583251953126,post_peak_degradation,1092.5285375976564,1003.6695556640625,-88.8589819335939,-51.88296305338541,-109.25285375976564,21.85057075195313,uncertain
Hopper-v4,ppo,20251116_223913_083906_pid949581_seed0,0,1719.6979736328126,1474.3681640625,-245.3298095703126,-28.783585611979156,-85.98489868164063,17.196979736328128,post_peak_degradation,1567.3130224609376,1675.683349609375,108.37032714843735,-28.783585611979156,-156.73130224609378,31.346260449218754,converged_relaxed
Hopper-v4,ppo,20251116_223917_631601_pid949596_seed0,0,680.2622009277344,577.5695892333985,-102.69261169433594,-16.93257175021702,-34.01311004638672,6.802622009277344,post_peak_degradation,582.895678100586,680.26220703125,97.366528930664,-16.93257175021702,-58.2895678100586,11.65791356201172,uncertain
Hopper-v4,ppo,20251116_225044_250266_pid952531_seed0,0,1115.459326171875,575.9289483642578,-539.5303778076172,-44.55673421223959,-55.77296630859376,11.154593261718752,post_peak_degradation,1099.8351318359375,569.0994873046875,-530.73564453125,-44.55673421223959,-109.98351318359376,21.99670263671875,post_peak_degradation
Hopper-v4,ppo,20251116_225144_215222_pid952654_seed0,0,439.8431762695313,379.32169311523444,-60.521483154296845,-11.375290934244795,-21.992158813476564,4.398431762695313,post_peak_degradation,385.125915222168,439.8431701660156,54.71725494384765,-11.375290934244795,-38.5125915222168,7.70251830444336,uncertain
Hopper-v4,ppo,20251116_225242_119159_pid952813_seed0,0,400.09284667968757,335.5409173583985,-64.5519293212891,-11.736865912543408,-20.00464233398438,4.000928466796876,post_peak_degradation,374.9781036376953,373.835693359375,-1.1424102783203125,-11.736865912543408,-37.49781036376953,7.499562072753906,uncertain
Hopper-v4,ppo,20251116_225507_334264_pid953106_seed0,0,446.16194458007817,250.91534912109373,-195.24659545898444,-10.93526746961805,-22.30809722900391,4.461619445800782,post_peak_degradation,417.67846008300774,277.5995178222656,-140.0789422607421,-10.93526746961805,-41.76784600830078,8.353569201660155,post_peak_degradation
Hopper-v4,ppo,20251116_225711_722452_pid953358_seed0,0,2541.589306640625,2021.551853027344,-520.0374536132813,-154.44484592013887,-127.07946533203126,25.41589306640625,post_peak_degradation,2455.5065014648435,1919.5396728515625,-535.966828613281,-154.44484592013887,-245.55065014648437,49.11013002929687,post_peak_degradation
Hopper-v4,ppo,20251116_225811_717151_pid953484_seed0,0,1076.4779052734375,843.2905212402344,-233.1873840332031,-32.245690917968744,-53.82389526367188,10.764779052734376,post_peak_degradation,1053.1118603515627,953.5892333984375,-99.52262695312515,-32.245690917968744,-105.31118603515627,21.062237207031252,uncertain
Hopper-v4,ppo,20251116_230043_840633_pid953816_seed0,0,1655.4609375000002,1413.2083300781248,-242.25260742187538,-22.957324218749996,-82.77304687500002,16.554609375000002,post_peak_degradation,1355.5805908203124,1655.4609375,299.8803466796876,-22.957324218749996,-135.55805908203124,27.11161181640625,converged_relaxed
Hopper-v4,ppo,20251116_230220_819529_pid954016_seed0,0,620.5403808593751,519.8964300537109,-100.64395080566419,-31.436971028645846,-31.027019042968757,6.205403808593751,post_peak_degradation,553.7167382812501,522.5328369140625,-31.18390136718756,-31.436971028645846,-55.37167382812501,11.074334765625002,uncertain
Hopper-v4,ppo,20251116_230705_935101_pid954588_seed0,0,2415.80263671875,2237.015244140625,-178.78739257812504,-103.2474283854167,-120.7901318359375,24.1580263671875,post_peak_degradation,2363.1143408203125,2413.68408203125,50.569741210937536,-103.2474283854167,-236.31143408203127,47.26228681640625,uncertain
Hopper-v4,ppo,20251116_231046_291220_pid955031_seed0,0,1096.8708740234376,1002.4000463867187,-94.47082763671892,-44.90111490885417,-54.84354370117188,10.968708740234376,post_peak_degradation,1093.859775390625,1072.3681640625,-21.491611328124918,-44.90111490885417,-109.3859775390625,21.877195507812498,uncertain
Hopper-v4,ppo,20251116_231130_379345_pid955128_seed0,0,519.3936340332032,364.59387390136726,-154.7997601318359,-17.349240451388894,-25.96968170166016,5.193936340332032,post_peak_degradation,460.28838150024416,372.24639892578125,-88.0419825744629,-17.349240451388894,-46.02883815002442,9.205767630004884,post_peak_degradation
Hopper-v4,ppo,20251116_231239_197669_pid955271_seed0,0,472.95,398.05184631347663,-74.89815368652336,-16.80235866970486,-23.6475,4.7295,post_peak_degradation,460.4667205810547,435.2838439941406,-25.182876586914062,-16.80235866970486,-46.04667205810547,9.209334411621095,uncertain
Hopper-v4,ppo,20251116_231635_507201_pid955780_seed0,0,2274.792578125,1928.2591186523437,-346.53345947265643,-104.74637858072917,-113.73962890625,22.74792578125,post_peak_degradation,2231.592341308594,2126.639404296875,-104.95293701171886,-104.74637858072917,-223.1592341308594,44.63184682617188,uncertain
Hopper-v4,ppo,20251116_231935_564722_pid956147_seed0,0,1096.772705078125,993.337598876953,-103.43510620117195,-42.5479017469618,-54.838635253906254,10.96772705078125,post_peak_degradation,1086.7563452148438,1079.331787109375,-7.424558105468805,-42.5479017469618,-108.67563452148438,21.735126904296877,uncertain
Hopper-v4,ppo,20251116_232008_313914_pid956217_seed0,0,699.8134033203125,577.0345300292969,-122.77887329101566,-5.1397555881076435,-34.990670166015626,6.998134033203126,uncertain,615.6226797485351,659.3518676757812,43.72918792724613,-5.1397555881076435,-61.56226797485351,12.312453594970703,converged_relaxed
Hopper-v4,ppo,20251116_232238_388100_pid956521_seed0,0,899.1748413085938,779.6197619628908,-119.555079345703,-25.710820855034726,-44.958742065429696,8.991748413085938,post_peak_degradation,802.9395361328126,899.1748046875,96.23526855468742,-25.710820855034726,-80.29395361328126,16.05879072265625,uncertain
Hopper-v4,ppo,20251116_232627_224069_pid956987_seed0,0,2390.968994140625,2168.0404248046875,-222.92856933593748,-85.75986870659722,-119.54844970703125,23.90968994140625,post_peak_degradation,2273.1421923828125,2390.968994140625,117.82680175781252,-85.75986870659722,-227.31421923828125,45.46284384765625,uncertain
Hopper-v4,ppo,20251116_232824_944568_pid957229_seed0,0,1058.64755859375,949.7212341308593,-108.92632446289076,-33.29994574652778,-52.932377929687505,10.586475585937501,post_peak_degradation,1009.7653955078125,1054.581298828125,44.815903320312486,-33.29994574652778,-100.97653955078125,20.195307910156252,uncertain
Hopper-v4,ppo,20251116_233010_190794_pid957445_seed0,0,476.3054809570313,409.55957153320315,-66.74590942382815,-20.93583374023438,-23.815274047851567,4.763054809570313,post_peak_degradation,458.5936337280273,448.3739318847656,-10.219701843261703,-20.93583374023438,-45.85936337280273,9.171872674560547,uncertain
Hopper-v4,ppo,20251116_233024_572644_pid957477_seed0,0,412.0766662597656,341.5124340820313,-70.56423217773431,-14.424917263454866,-20.603833312988282,4.1207666625976564,post_peak_degradation,400.4048791503906,373.42840576171875,-26.976473388671877,-14.424917263454866,-40.040487915039066,8.008097583007812,uncertain
Hopper-v4,ppo,20251116_233652_882332_pid958260_seed0,0,2030.2241210937498,1729.1269946289062,-301.09712646484354,-98.50510796440972,-101.51120605468749,20.3022412109375,post_peak_degradation,1987.7449194335936,1936.250244140625,-51.49467529296862,-98.50510796440972,-198.77449194335938,39.754898388671876,uncertain
Hopper-v4,ppo,20251116_233656_982713_pid958273_seed0,0,1055.1177368164062,944.2546813964846,-110.8630554199217,-39.24711100260418,-52.75588684082032,10.551177368164062,post_peak_degradation,1026.483192138672,1042.7794189453125,16.29622680664056,-39.24711100260418,-102.6483192138672,20.529663842773438,uncertain
Hopper-v4,ppo,20251116_233700_487733_pid958283_seed0,0,1062.15341796875,973.7471875000001,-88.40623046874998,-46.920019531250006,-53.107670898437505,10.621534179687501,post_peak_degradation,1042.3493743896483,1026.149169921875,-16.200204467773347,-46.920019531250006,-104.23493743896483,20.84698748779297,uncertain
Hopper-v4,ppo,20251116_233712_011737_pid958313_seed0,0,1017.8385375976563,765.7648413085938,-252.07369628906258,-48.62486029730902,-50.89192687988282,10.178385375976564,post_peak_degradation,933.8154028320312,779.034423828125,-154.78097900390617,-48.62486029730902,-93.38154028320312,18.676308056640625,post_peak_degradation
Hopper-v4,ppo,20251116_235006_996896_pid959890_seed0,0,1923.52392578125,1705.6710107421873,-217.85291503906274,-72.30622016059026,-96.1761962890625,19.235239257812502,post_peak_degradation,1777.4117041015622,1807.5572509765625,30.145546875000264,-72.30622016059026,-177.74117041015623,35.54823408203124,uncertain
Hopper-v4,ppo,20251116_235056_059239_pid959993_seed0,0,967.5225952148437,822.4799243164064,-145.04267089843734,-29.399427625868057,-48.37612976074219,9.675225952148438,post_peak_degradation,947.5421954345703,843.9080200195312,-103.63417541503907,-29.399427625868057,-94.75421954345704,18.950843908691407,post_peak_degradation
Hopper-v4,ppo,20251116_235137_005759_pid960081_seed0,0,814.0656005859375,681.8453002929689,-132.22030029296866,-43.544887966579864,-40.70328002929688,8.140656005859375,post_peak_degradation,775.8859594726563,693.2156982421875,-82.67026123046878,-43.544887966579864,-77.58859594726563,15.517719189453127,post_peak_degradation
Hopper-v4,ppo,20251116_235323_142784_pid960299_seed0,0,450.11859130859375,340.08405090332036,-110.03454040527339,-11.953342692057296,-22.50592956542969,4.501185913085938,post_peak_degradation,424.77678924560547,384.7008361816406,-40.075953063964846,-11.953342692057296,-42.47767892456055,8.495535784912109,uncertain
Hopper-v4,ppo,20251116_235548_501020_pid960598_seed0,0,2622.0658203125004,2362.990092773438,-259.0757275390624,-97.8285210503472,-131.10329101562502,26.220658203125005,post_peak_degradation,2529.0817333984373,2492.009521484375,-37.072211914062336,-97.8285210503472,-252.90817333984376,50.58163466796875,uncertain
Hopper-v4,ppo,20251116_235634_484671_pid960740_seed0,0,1114.3309326171875,989.2698376464843,-125.06109497070315,-54.254433865017354,-55.716546630859376,11.143309326171876,post_peak_degradation,1109.799248046875,1024.952392578125,-84.84685546874994,-54.254433865017354,-110.9799248046875,22.195984960937498,uncertain
Hopper-v4,ppo,20251116_235651_893667_pid960780_seed0,0,425.58973388671876,351.79596801757816,-73.7937658691406,-14.44438680013021,-21.27948669433594,4.255897338867188,post_peak_degradation,402.2299429321289,384.54840087890625,-17.681542053222643,-14.44438680013021,-40.22299429321289,8.044598858642578,uncertain
Hopper-v4,ppo,20251116_235741_360220_pid960886_seed0,0,1091.3969482421876,961.8261804199219,-129.57076782226568,-45.700107150607636,-54.56984741210938,10.913969482421876,post_peak_degradation,1078.5502294921873,997.9884033203125,-80.56182617187483,-45.700107150607636,-107.85502294921874,21.571004589843746,uncertain
Hopper-v4,ppo,20251117_000427_003709_pid961711_seed0,0,1981.344384765625,1486.3609387207032,-494.9834460449217,-130.18468560112848,-99.06721923828125,19.81344384765625,post_peak_degradation,1817.0984375,1160.9718017578125,-656.1266357421875,-130.18468560112848,-181.70984375,36.34196875,post_peak_degradation
Hopper-v4,ppo,20251117_000503_879809_pid961792_seed0,0,458.3386169433594,418.2014868164063,-40.13713012695308,-20.173109944661462,-22.916930847167972,4.583386169433594,post_peak_degradation,441.20893798828126,440.73291015625,-0.47602783203126364,-20.173109944661462,-44.12089379882813,8.824178759765626,uncertain
Hopper-v4,ppo,20251117_000746_411166_pid962124_seed0,0,265.2918670654297,240.5950100708008,-24.696856994628888,-9.337847561306424,-13.264593353271486,2.652918670654297,post_peak_degradation,260.4310716247559,263.8367614746094,3.405689849853502,-9.337847561306424,-26.04310716247559,5.208621432495118,uncertain
Hopper-v4,ppo,20251117_001032_085992_pid962456_seed0,0,880.9908081054689,515.889496459961,-365.10131164550785,-22.42496066623264,-44.04954040527345,8.809908081054688,post_peak_degradation,807.5006298828125,555.0490112304688,-252.45161865234377,-22.42496066623264,-80.75006298828126,16.15001259765625,post_peak_degradation
Hopper-v4,ppo,20251117_001717_071862_pid963298_seed0,0,2180.0601074218753,1966.1034960937504,-213.95661132812484,-89.07289496527781,-109.00300537109376,21.800601074218754,post_peak_degradation,2071.4247387695314,2035.924560546875,-35.50017822265636,-89.07289496527781,-207.14247387695315,41.428494775390625,uncertain
Hopper-v4,ppo,20251117_001756_068149_pid963382_seed0,0,1090.1492919921875,990.9545568847658,-99.1947351074217,-49.302642144097234,-54.50746459960938,10.901492919921875,post_peak_degradation,1073.2483801269532,1042.2088623046875,-31.03951782226568,-49.302642144097234,-107.32483801269532,21.464967602539065,uncertain
Hopper-v4,ppo,20251117_001821_215674_pid963438_seed0,0,524.3990600585937,350.3176690673829,-174.0813909912108,-16.207773844401036,-26.219953002929685,5.243990600585938,post_peak_degradation,450.34367370605463,373.36199951171875,-76.98167419433588,-16.207773844401036,-45.034367370605466,9.006873474121093,post_peak_degradation
Hopper-v4,ppo,20251117_001907_366240_pid963537_seed0,0,1048.8143310546875,913.6616674804687,-135.15266357421876,-41.33225368923612,-52.44071655273438,10.488143310546874,post_peak_degradation,1009.3021343994142,1018.4876098632812,9.185475463867078,-41.33225368923612,-100.93021343994143,20.186042687988284,uncertain
Hopper-v4,ppo,20251117_002549_710639_pid964348_seed0,0,1929.2941162109378,1643.3388720703126,-285.95524414062515,-67.4197292751736,-96.46470581054689,19.29294116210938,post_peak_degradation,1699.1992053222657,1808.6380615234375,109.4388562011718,-67.4197292751736,-169.91992053222657,33.98398410644531,uncertain
Hopper-v4,ppo,20251117_002630_078689_pid964435_seed0,0,1081.8043457031251,996.3404040527342,-85.4639416503909,-44.03176676432291,-54.09021728515626,10.818043457031251,post_peak_degradation,1068.1056958007814,1057.2218017578125,-10.883894042968905,-44.03176676432291,-106.81056958007815,21.362113916015627,uncertain
Hopper-v4,ppo,20251117_002647_959464_pid964475_seed0,0,1045.7044189453127,903.3384606933594,-142.36595825195332,-45.01710747612848,-52.285220947265636,10.457044189453127,post_peak_degradation,993.331103515625,916.8223876953125,-76.50871582031255,-45.01710747612848,-99.33311035156251,19.866622070312502,uncertain
Hopper-v4,ppo,20251117_002941_812433_pid964828_seed0,0,509.1279602050781,441.0469238281251,-68.08103637695302,-16.93629286024306,-25.456398010253906,5.091279602050782,post_peak_degradation,464.28000762939456,509.12799072265625,44.84798309326169,-16.93629286024306,-46.42800076293946,9.285600152587891,uncertain
Hopper-v4,ppo,20251117_003315_514859_pid965259_seed0,0,2164.201171875,1888.8388818359376,-275.3622900390624,-76.05377604166668,-108.21005859375,21.642011718750002,post_peak_degradation,1947.9908422851563,1933.053466796875,-14.937375488281305,-76.05377604166668,-194.79908422851565,38.95981684570312,uncertain
Hopper-v4,ppo,20251117_003508_364241_pid965493_seed0,0,1058.5635986328125,901.2203918457031,-157.34320678710935,-53.87379421657985,-52.92817993164063,10.585635986328125,post_peak_degradation,1048.9241662597656,906.21484375,-142.70932250976557,-53.87379421657985,-104.89241662597657,20.978483325195313,post_peak_degradation
Hopper-v4,ppo,20251117_003520_597508_pid965524_seed0,0,841.1797790527344,350.1313806152344,-491.0483984375,-32.700658501519094,-42.058988952636724,8.411797790527343,post_peak_degradation,674.1244720458985,346.79937744140625,-327.3250946044923,-32.700658501519094,-67.41244720458985,13.482489440917972,post_peak_degradation
Hopper-v4,ppo,20251117_003544_688917_pid965577_seed0,0,1013.3025268554688,917.360262451172,-95.9422644042968,-34.94563123914932,-50.66512634277345,10.133025268554688,post_peak_degradation,981.090308227539,1013.3025512695312,32.212243041992224,-34.94563123914932,-98.10903082275391,19.62180616455078,uncertain
Hopper-v4,ppo,20251117_004547_883700_pid966798_seed0,0,1510.6488525390625,1282.2275268554688,-228.42132568359375,6.292365180121528,-75.53244262695313,15.106488525390626,uncertain,1293.101553955078,1510.6488037109375,217.5472497558594,6.292365180121528,-129.31015539550782,25.862031079101563,converged_relaxed
Hopper-v4,ppo,20251117_004559_288255_pid966824_seed0,0,1106.1845214843752,1009.7875317382811,-96.39698974609405,-50.03511013454862,-55.30922607421876,11.061845214843752,post_peak_degradation,1088.993360595703,1071.5654296875,-17.427930908203052,-50.03511013454862,-108.89933605957032,21.779867211914063,uncertain
Hopper-v4,ppo,20251117_004631_670865_pid966896_seed0,0,1154.8316650390625,582.9729656982422,-571.8586993408203,-12.147584364149306,-57.74158325195313,11.548316650390625,post_peak_degradation,1097.8593121337892,737.1177978515625,-360.7415142822267,-12.147584364149306,-109.78593121337893,21.957186242675785,uncertain
Hopper-v4,ppo,20251117_005134_365110_pid967507_seed0,0,419.1784423828125,310.2528955078126,-108.9255468749999,-15.184494357638894,-20.958922119140624,4.191784423828125,post_peak_degradation,405.86729553222654,329.8016662597656,-76.06562927246091,-15.184494357638894,-40.58672955322265,8.11734591064453,post_peak_degradation
Hopper-v4,ppo,20251117_005226_352400_pid967615_seed0,0,3130.0294433593754,1762.27048828125,-1367.7589550781254,-204.6829996744792,-156.50147216796879,31.300294433593756,post_peak_degradation,3033.3406518554693,1517.0062255859375,-1516.3344262695318,-204.6829996744792,-303.33406518554693,60.666813037109385,post_peak_degradation
Hopper-v4,ppo,20251117_005350_135548_pid967787_seed0,0,469.63263549804685,433.6807623291015,-35.951873168945326,-20.356658257378474,-23.481631774902343,4.696326354980469,post_peak_degradation,466.6999337768555,466.6930236816406,-0.0069100952148914985,-20.356658257378474,-46.66999337768556,9.33399867553711,uncertain
Hopper-v4,ppo,20251117_005437_606666_pid967887_seed0,0,1470.7367675781252,1241.5710473632812,-229.165720214844,-43.37267252604167,-73.53683837890627,14.707367675781253,post_peak_degradation,1259.8266394042967,1232.535400390625,-27.291239013671657,-43.37267252604167,-125.98266394042967,25.196532788085932,uncertain
Hopper-v4,ppo,20251117_005524_385808_pid967985_seed0,0,455.3124450683594,424.8580938720703,-30.45435119628911,-20.157647705078123,-22.765622253417973,4.553124450683594,post_peak_degradation,451.38111785888674,454.076171875,2.695054016113261,-20.157647705078123,-45.138111785888675,9.027622357177735,uncertain
Hopper-v4,ppo,20251117_010509_115881_pid969392_seed0,0,3167.1599609375003,2882.925424804688,-284.2345361328121,-148.54962565104168,-158.35799804687503,31.671599609375004,post_peak_degradation,3108.5440893554687,3020.515625,-88.02846435546871,-148.54962565104168,-310.85440893554687,62.17088178710937,uncertain
Hopper-v4,ppo,20251117_010523_689037_pid969426_seed0,0,484.49910888671883,349.61112548828123,-134.8879833984376,-17.246426052517364,-24.224955444335944,4.8449910888671885,post_peak_degradation,474.71579376220706,369.12030029296875,-105.5954934692383,-17.246426052517364,-47.47157937622071,9.49431587524414,post_peak_degradation
Hopper-v4,ppo,20251117_010644_631530_pid969597_seed0,0,1625.9825927734375,1326.6357250976564,-299.34686767578114,-84.41727159288195,-81.29912963867189,16.259825927734376,post_peak_degradation,1523.9981469726563,1315.583251953125,-208.4148950195313,-84.41727159288195,-152.39981469726564,30.479962939453127,post_peak_degradation
