R_max,t_peak,R_end,delta_post,s_final,sigma_final,n_eval,env,algo,run_id,regime
1739.152099609375,2880000.0,1433.698836669922,-305.453262939453,-20.279157366071427,215.64778248613257,150,Hopper-v4,a2c,20251107_232717_056136_pid3026033_seed0,plateau
363.7797485351563,2860000.0,340.2263500976563,-23.553398437499993,3.8053819928850436,24.384028641864628,150,Hopper-v4,a2c,20251109_050511_702681_pid3283761_seed0,plateau
858.8347839355469,3000000.0,678.593628540039,-180.2411553955078,16.85026288713728,75.42759341159307,150,Hopper-v4,a2c,20251109_163042_215335_pid3530611_seed0,post_peak_degrade
702.8255004882812,2780000.0,630.4313500976563,-72.39415039062499,-4.890568760463168,62.87688765984192,150,Hopper-v4,a2c,20251108_042405_063307_pid3071462_seed0,plateau
326.7334350585937,2620000.0,312.3146575927734,-14.418777465820312,2.757753208705355,13.190154309559484,150,Hopper-v4,a2c,20251109_024810_722602_pid3266564_seed0,plateau
326.7071228027344,1420000.0,293.1267028808594,-33.58041992187498,-0.9460078648158482,5.01297007696431,150,Hopper-v4,a2c,20251109_075719_667579_pid3304816_seed0,plateau
325.75343627929686,2880000.0,316.61638671875005,-9.137049560546814,4.1217078072684155,22.01658946073673,150,Hopper-v4,a2c,20251110_024810_643934_pid3665688_seed0,plateau
713.3332763671875,3000000.0,574.53982421875,-138.7934521484375,15.73853236607143,60.712948379963734,150,Hopper-v4,a2c,20251109_221910_588255_pid3619129_seed0,plateau
1282.471923828125,2680000.0,1045.9768981933594,-236.49502563476562,-12.76180332728794,67.92809068732552,150,Hopper-v4,a2c,20251108_045711_256395_pid3076392_seed0,plateau
169.9806671142578,2600000.0,169.5474545288086,-0.43321258544921193,0.07744358607700771,0.30220539607813707,150,Hopper-v4,a2c,20251112_003331_079410_pid4134457_seed0,plateau
678.25244140625,2900000.0,626.0080749511719,-52.24436645507808,4.184036690848212,54.42801318651722,150,Hopper-v4,a2c,20251108_205343_703436_pid3217430_seed0,plateau
390.5248107910156,3000000.0,349.0077221679687,-41.5170886230469,4.798243931361607,20.322298761357125,150,Hopper-v4,a2c,20251111_030126_880259_pid3910984_seed0,plateau
610.7884521484375,2680000.0,397.77282287597654,-213.01562927246096,-13.413255964006693,90.76496951988575,150,Hopper-v4,a2c,20251109_104024_987709_pid3331371_seed0,post_peak_degrade
376.2988037109375,2780000.0,341.43610412597656,-34.86269958496092,-0.8519352504185268,14.141971434021519,150,Hopper-v4,a2c,20251108_213454_085444_pid3222447_seed0,plateau
348.3492004394531,2920000.0,324.0199499511719,-24.329250488281218,2.2936571393694214,25.42789977797282,150,Hopper-v4,a2c,20251110_004240_025225_pid3645223_seed0,plateau
365.41505126953126,2680000.0,356.3913183593751,-9.023732910156184,0.23256138392857142,6.33224969157385,150,Hopper-v4,a2c,20251109_194817_685108_pid3577551_seed0,plateau
180.62964477539063,2880000.0,179.92504333496092,-0.7046014404297125,0.6754985264369436,3.1983719910004322,150,Hopper-v4,a2c,20251111_163622_263816_pid4053488_seed0,plateau
1030.360107421875,2280000.0,642.6083248901367,-387.7517825317383,-10.124149649483817,211.7751702405005,150,Hopper-v4,a2c,20251108_011913_841176_pid3043983_seed0,post_peak_degrade
415.4879455566406,3000000.0,379.8478594970703,-35.64008605957031,4.842808750697543,17.32365551848344,150,Hopper-v4,a2c,20251109_031812_377612_pid3270217_seed0,plateau
170.9972930908203,3000000.0,170.51757568359375,-0.4797174072265591,0.09127829415457508,0.41342051255731593,150,Hopper-v4,a2c,20251112_012028_053732_pid4141284_seed0,plateau
323.21709594726565,2600000.0,272.34682281494145,-50.8702731323242,-0.8163774762834797,16.999722987372284,150,Hopper-v4,a2c,20251109_210540_807445_pid3598840_seed0,plateau
272.53349609375,2680000.0,265.47830718994146,-7.055188903808528,-0.4871241978236632,2.6052336930275106,150,Hopper-v4,a2c,20251110_225649_772046_pid3873892_seed0,plateau
256.67259826660154,2960000.0,249.6475616455078,-7.025036621093733,1.2255214146205344,6.655368025068406,150,Hopper-v4,a2c,20251110_135323_642715_pid3787093_seed0,plateau
170.8431365966797,2600000.0,169.99268951416016,-0.8504470825195369,0.05103672572544683,0.38852453587330843,150,Hopper-v4,a2c,20251112_051148_441072_pid4173371_seed0,plateau
455.0253112792969,2940000.0,431.5125494384765,-23.51276184082036,4.582008579799107,25.803986739022434,150,Hopper-v4,a2c,20251110_102839_796390_pid3753972_seed0,plateau
177.20194091796876,2960000.0,176.0927069091797,-1.109234008789059,-0.08392094203403896,0.7771903079396212,150,Hopper-v4,a2c,20251111_065242_794209_pid3941327_seed0,plateau
191.5537353515625,3000000.0,190.85095275878908,-0.702782592773417,0.16199733189174026,0.7695831135724505,150,Hopper-v4,a2c,20251110_191918_831563_pid3841102_seed0,plateau
279.7380126953125,2460000.0,263.84626586914067,-15.891746826171811,-0.4392185756138401,2.427261990748864,150,Hopper-v4,a2c,20251111_032549_678347_pid3914675_seed0,plateau
1127.3157104492188,2900000.0,1004.78603515625,-122.52967529296882,10.73584834507534,122.1136550630174,150,Hopper-v4,a2c,20251108_050335_530354_pid3077351_seed0,plateau
273.38959350585935,1560000.0,258.5733248901367,-14.816268615722663,-0.019090053013392044,1.7061440249606943,150,Hopper-v4,a2c,20251110_211132_674538_pid3858104_seed0,plateau
303.93190307617186,3000000.0,287.67702331542966,-16.2548797607422,4.499474661690848,16.72424125801392,150,Hopper-v4,a2c,20251109_035242_223350_pid3274421_seed0,plateau
678.25244140625,2900000.0,626.0080749511719,-52.24436645507808,4.184036690848212,54.42801318651722,150,Hopper-v4,a2c,20251108_210039_239918_pid3218283_seed0,plateau
169.39927978515624,2280000.0,168.23287200927734,-1.1664077758788949,0.028298296247210634,0.17911077889894414,150,Hopper-v4,a2c,20251112_011737_160437_pid4140880_seed0,plateau
301.7298522949219,2940000.0,293.6274243164063,-8.102427978515607,0.3460113525390633,4.925161462157552,150,Hopper-v4,a2c,20251110_171718_833698_pid3820553_seed0,plateau
283.13927001953124,2920000.0,276.88950805664064,-6.249761962890602,0.44362226213727596,5.669102985635538,150,Hopper-v4,a2c,20251111_000914_345417_pid3884876_seed0,plateau
169.48851013183594,1440000.0,168.89282989501956,-0.5956802368163778,0.0642484392438608,0.22876984374758993,150,Hopper-v4,a2c,20251110_160920_146606_pid3809650_seed0,plateau
